TweetID,NoRetweets 
692103,325
692104,325
692105,325
692106,428
692107,428
692108,325
692109,428
692110,325
692111,325
692112,316
692113,325
692114,428
692115,325
692116,325
692117,325
692118,325
692119,325
692120,325
692121,428
692122,325
692123,325
692124,325
692125,428
692126,325
692127,325
692128,325
692129,325
692130,325
692131,325
692132,428
692133,325
692134,325
692135,325
692136,428
692137,325
692138,325
692139,325
692140,325
692141,325
692142,325
692143,325
692144,325
692145,325
692146,325
692147,325
692148,325
692149,325
692150,325
692151,428
692152,325
692153,325
692154,325
692155,325
692156,325
692157,428
692158,325
692159,325
692160,325
692161,325
692162,325
692163,325
692164,428
692165,316
692166,325
692167,325
692168,325
692169,428
692170,325
692171,325
692172,325
692173,325
692174,325
692175,325
692176,325
692177,325
692178,325
692179,325
692180,325
692181,325
692182,325
692183,325
692184,325
692185,325
692186,325
692187,325
692188,325
692189,325
692190,325
692191,428
692192,325
692193,325
692194,325
692195,325
692196,428
692197,325
692198,325
692199,428
692200,325
692201,325
692202,325
692203,428
692204,325
692205,325
692206,325
692207,325
692208,325
692209,316
692210,316
692211,325
692212,325
692213,325
692214,325
692215,325
692216,325
692217,428
692218,325
692219,325
692220,428
692221,325
692222,325
692223,325
692224,325
692225,325
692226,325
692227,325
692228,325
692229,428
692230,325
692231,325
692232,428
692233,325
692234,428
692235,325
692236,325
692237,325
692238,325
692239,428
692240,325
692241,325
692242,325
692243,325
692244,325
692245,325
692246,325
692247,325
692248,325
692249,325
692250,325
692251,325
692252,325
692253,325
692254,325
692255,325
692256,325
692257,325
692258,325
692259,325
692260,325
692261,325
692262,325
692263,428
692264,325
692265,325
692266,325
692267,325
692268,325
692269,325
692270,325
692271,325
692272,428
692273,325
692274,325
692275,325
692276,325
692277,325
692278,428
692279,325
692280,316
692281,325
692282,325
692283,325
692284,325
692285,325
692286,325
692287,325
692288,325
692289,325
692290,325
692291,325
692292,325
692293,428
692294,325
692295,325
692296,325
692297,325
692298,316
692299,316
692300,325
692301,325
692302,325
692303,325
692304,325
692305,428
692306,325
692307,325
692308,428
692309,325
692310,316
692311,325
692312,325
692313,316
692314,325
692315,325
692316,325
692317,325
692318,325
692319,325
692320,325
692321,325
692322,325
692323,428
692324,325
692325,325
692326,325
692327,325
692328,325
692329,325
692330,325
692331,325
692332,325
692333,325
692334,325
692335,325
692336,325
692337,325
692338,547
692339,325
692340,325
692341,428
692342,325
692343,325
692344,316
692345,428
692346,325
692347,325
692348,325
692349,325
692350,325
692351,325
692352,325
692353,325
692354,325
692355,316
692356,325
692357,325
692358,325
692359,325
692360,428
692361,325
692362,316
692363,316
692364,325
692365,325
692366,325
692367,325
692368,325
692369,428
692370,325
692371,325
692372,325
692373,325
692374,325
692375,325
692376,325
692377,325
692378,325
692379,325
692380,325
692381,325
692382,325
692383,325
692384,325
692385,316
692386,325
692387,325
692388,316
692389,325
692390,428
692391,325
692392,325
692393,325
692394,325
692395,325
692396,316
692397,325
692398,325
692399,325
692400,325
692401,325
692402,325
692403,325
692404,325
692405,325
692406,325
692407,325
692408,325
692409,325
692410,325
692411,316
692412,325
692413,325
692414,325
692415,325
692416,428
692417,428
692418,325
692419,325
692420,325
692421,325
692422,325
692423,316
692424,325
692425,325
692426,325
692427,325
692428,325
692429,325
692430,325
692431,428
692432,428
692433,325
692434,325
692435,325
692436,325
692437,325
692438,325
692439,325
692440,325
692441,428
692442,428
692443,428
692444,325
692445,325
692446,316
692447,325
692448,325
692449,325
692450,325
692451,316
692452,325
692453,325
692454,325
692455,325
692456,325
692457,325
692458,316
692459,428
692460,325
692461,325
692462,325
692463,325
692464,325
692465,325
692466,325
692467,316
692468,428
692469,428
692470,325
692471,325
692472,325
692473,325
692474,325
692475,325
692476,325
692477,325
692478,428
692479,325
692480,325
692481,325
692482,325
692483,325
692484,325
692485,428
692486,428
692487,325
692488,325
692489,316
692490,325
692491,325
692492,428
692493,325
692494,325
692495,325
692496,428
692497,325
692498,428
692499,316
692500,325
692501,325
692502,552
692503,428
692504,428
692505,325
692506,325
692507,325
692508,325
692509,325
692510,325
692511,428
692512,428
692513,325
692514,325
692515,325
692516,325
692517,553
692518,428
692519,325
692520,325
692521,325
692522,325
692523,428
692524,325
692525,325
692526,325
692527,325
692528,325
692529,325
692530,325
692531,428
692532,325
692533,325
692534,325
692535,325
692536,325
692537,325
692538,325
692539,325
692540,325
692541,325
692542,428
692543,325
692544,428
692545,325
692546,325
692547,325
692548,316
692549,325
692550,325
692551,325
692552,325
692553,325
692554,325
692555,325
692556,325
692557,325
692558,325
692559,325
692560,325
692561,325
692562,325
692563,316
692564,325
692565,325
692566,325
692567,325
692568,325
692569,325
692570,325
692571,325
692572,325
692573,325
692574,325
692575,325
692576,325
692577,325
692578,325
692579,325
692580,325
692581,325
692582,325
692583,325
692584,325
692585,325
692586,325
692587,325
692588,325
692589,325
692590,428
692591,325
692592,428
692593,325
692594,325
692595,325
692596,325
692597,325
692598,325
692599,325
692600,325
692601,325
692602,325
692603,325
692604,325
692605,325
692606,325
692607,325
692608,325
692609,428
692610,325
692611,325
692612,325
692613,325
692614,325
692615,325
692616,325
692617,325
692618,325
692619,325
692620,325
692621,325
692622,428
692623,325
692624,325
692625,325
692626,325
692627,325
692628,325
692629,325
692630,325
692631,325
692632,325
692633,325
692634,325
692635,325
692636,325
692637,325
692638,325
692639,325
692640,325
692641,325
692642,325
692643,325
692644,428
692645,325
692646,325
692647,325
692648,325
692649,325
692650,428
692651,325
692652,428
692653,325
692654,325
692655,325
692656,325
692657,325
692658,325
692659,325
692660,325
692661,325
692662,325
692663,325
692664,325
692665,552
692666,553
692667,325
692668,325
692669,325
692670,325
692671,325
692672,325
692673,325
692674,325
692675,325
692676,325
692677,325
692678,325
692679,428
692680,325
692681,552
692682,325
692683,325
692684,325
692685,325
692686,325
692687,325
692688,325
692689,325
692690,428
692691,325
692692,325
692693,428
692694,325
692695,428
692696,325
692697,325
692698,325
692699,428
692700,325
692701,325
692702,325
692703,428
692704,316
692705,325
692706,428
692707,325
692708,325
692709,325
692710,325
692711,325
692712,325
692713,325
692714,325
692715,316
692716,325
692717,325
692718,325
692719,325
692720,316
692721,325
692722,325
692723,325
692724,325
692725,325
692726,325
692727,325
692728,325
692729,325
692730,428
692731,325
692732,325
692733,325
692734,390
692735,325
692736,325
692737,325
692738,325
692739,325
692740,325
692741,325
692742,325
692743,325
692744,325
692745,428
692746,325
692747,428
692748,325
692749,325
692750,428
692751,325
692752,325
692753,428
692754,325
692755,325
692756,428
692757,325
692758,428
692759,325
692760,325
692761,390
692762,325
692763,325
692764,325
692765,325
692766,325
692767,428
692768,428
692769,316
692770,428
692771,428
692772,325
692773,325
692774,325
692775,325
692776,325
692777,325
692778,325
692779,428
692780,325
692781,325
692782,325
692783,390
692784,325
692785,325
692786,316
692787,325
692788,428
692789,325
692790,325
692791,428
692792,325
692793,428
692794,325
692795,325
692796,325
692797,325
692798,325
692799,325
692800,325
692801,325
692802,325
692803,325
692804,325
692805,325
692806,428
692807,325
692808,325
692809,325
692810,428
692811,325
692812,325
692813,325
692814,325
692815,325
692816,325
692817,325
692818,325
692819,428
692820,325
692821,325
692822,325
692823,428
692824,428
692825,325
692826,325
692827,325
692828,325
692829,325
692830,428
692831,325
692832,325
692833,325
692834,325
692835,325
692836,325
692837,325
692838,325
692839,325
692840,316
692841,325
692842,325
692843,325
692844,325
692845,325
692846,428
692847,325
692848,325
692849,325
692850,325
692851,325
692852,325
692853,325
692854,325
692855,325
692856,325
692857,325
692858,325
692859,325
692860,325
692861,428
692862,325
692863,325
692864,428
692865,325
692866,325
692867,325
692868,428
692869,325
692870,325
692871,325
692872,325
692873,325
692874,325
692875,325
692876,390
692877,325
692878,325
692879,325
692880,325
692881,325
692882,428
692883,325
692884,325
692885,325
692886,325
692887,428
692888,325
692889,325
692890,428
692891,325
692892,325
692893,428
692894,325
692895,325
692896,428
692897,325
692898,428
692899,325
692900,325
692901,325
692902,325
692903,325
692904,325
692905,325
692906,325
692907,325
692908,316
692909,325
692910,325
692911,325
692912,325
692913,325
692914,325
692915,316
692916,325
692917,382
692918,325
692919,325
692920,325
692921,325
692922,325
692923,325
692924,325
692925,325
692926,325
692927,325
692928,325
692929,325
692930,316
692931,325
692932,325
692933,325
692934,428
692935,428
692936,325
692937,325
692938,325
692939,316
692940,325
692941,325
692942,325
692943,325
692944,316
692945,325
692946,325
692947,325
692948,325
692949,325
692950,428
692951,325
692952,325
692953,325
692954,428
692955,325
692956,325
692957,325
692958,428
692959,325
692960,325
692961,325
692962,325
692963,428
692964,325
692965,428
692966,325
692967,325
692968,325
692969,325
692970,325
692971,325
692972,428
692973,325
692974,428
692975,325
692976,325
692977,325
692978,325
692979,325
692980,316
692981,325
692982,316
692983,325
692984,325
692985,428
692986,325
692987,325
692988,325
692989,325
692990,325
692991,325
692992,325
692993,325
692994,325
692995,325
692996,325
692997,428
692998,325
692999,325
693000,325
693001,553
693002,325
693003,325
693004,325
693005,325
693006,316
693007,325
693008,325
693009,325
693010,428
693011,325
693012,325
693013,316
693014,316
693015,325
693016,325
693017,325
693018,325
693019,428
693020,325
693021,325
693022,428
693023,325
693024,325
693025,553
693026,325
693027,428
693028,428
693029,325
693030,316
693031,325
693032,325
693033,428
693034,325
693035,325
693036,316
693037,325
693038,325
693039,428
693040,325
693041,428
693042,325
693043,325
693044,325
693045,325
693046,553
693047,325
693048,325
693049,325
693050,316
693051,325
693052,325
693053,325
693054,325
693055,325
693056,325
693057,325
693058,325
693059,325
693060,325
693061,325
693062,428
693063,325
693064,390
693065,325
693066,325
693067,325
693068,325
693069,325
693070,325
693071,325
693072,428
693073,325
693074,325
693075,325
693076,316
693077,325
693078,325
693079,325
693080,325
693081,325
693082,325
693083,325
693084,325
693085,325
693086,428
693087,428
693088,316
693089,325
693090,325
693091,325
693092,325
693093,316
693094,325
693095,325
693096,428
693097,325
693098,325
693099,325
693100,325
693101,325
693102,325
693103,325
693104,325
693105,325
693106,325
693107,325
693108,325
693109,325
693110,325
693111,428
693112,325
693113,325
693114,390
693115,316
693116,325
693117,325
693118,325
693119,325
693120,325
693121,325
693122,325
693123,325
693124,428
693125,325
693126,325
693127,325
693128,325
693129,325
693130,325
693131,325
693132,325
693133,325
693134,325
693135,428
693136,325
693137,325
693138,325
693139,325
693140,325
693141,325
693142,325
693143,325
693144,325
693145,325
693146,325
693147,325
693148,428
693149,325
693150,325
693151,325
693152,325
693153,325
693154,325
693155,325
693156,325
693157,428
693158,325
693159,325
693160,325
693161,325
693162,325
693163,325
693164,325
693165,325
693166,325
693167,325
693168,325
693169,325
693170,325
693171,428
693172,316
693173,325
693174,325
693175,325
693176,325
693177,325
693178,325
693179,325
693180,325
693181,325
693182,325
693183,325
693184,325
693185,428
693186,325
693187,325
693188,325
693189,325
693190,316
693191,428
693192,325
693193,325
693194,325
693195,325
693196,428
693197,428
693198,325
693199,325
693200,428
693201,325
693202,325
693203,325
693204,325
693205,325
693206,325
693207,325
693208,325
693209,428
693210,325
693211,325
693212,325
693213,325
693214,325
693215,325
693216,325
693217,316
693218,325
693219,325
693220,325
693221,325
693222,316
693223,325
693224,325
693225,428
693226,428
693227,325
693228,325
693229,325
693230,325
693231,428
693232,325
693233,325
693234,325
693235,325
693236,428
693237,325
693238,325
693239,325
693240,325
693241,325
693242,325
693243,325
693244,325
693245,325
693246,428
693247,325
693248,325
693249,325
693250,325
693251,325
693252,325
693253,325
693254,325
693255,325
693256,325
693257,428
693258,325
693259,428
693260,325
693261,325
693262,325
693263,325
693264,325
693265,325
693266,325
693267,428
693268,325
693269,325
693270,325
693271,325
693272,325
693273,325
693274,325
693275,325
693276,428
693277,325
693278,428
693279,325
693280,325
693281,325
693282,325
693283,325
693284,428
693285,325
693286,325
693287,325
693288,390
693289,325
693290,325
693291,325
693292,325
693293,325
693294,325
693295,325
693296,325
693297,325
693298,325
693299,325
693300,325
693301,325
693302,428
693303,325
693304,325
693305,325
693306,325
693307,325
693308,428
693309,325
693310,325
693311,325
693312,428
693313,325
693314,316
693315,428
693316,325
693317,325
693318,325
693319,325
693320,325
693321,325
693322,325
693323,325
693324,325
693325,325
693326,325
693327,325
693328,428
693329,325
693330,325
693331,325
693332,325
693333,325
693334,325
693335,325
693336,325
693337,325
693338,325
693339,325
693340,325
693341,428
693342,325
693343,325
693344,325
693345,428
693346,325
693347,325
693348,428
693349,325
693350,325
693351,325
693352,325
693353,325
693354,325
693355,325
693356,325
693357,325
693358,325
693359,325
693360,325
693361,325
693362,325
693363,325
693364,325
693365,428
693366,428
693367,325
693368,325
693369,316
693370,325
693371,325
693372,325
693373,428
693374,325
693375,428
693376,428
693377,428
693378,325
693379,428
693380,325
693381,325
693382,325
693383,325
693384,325
693385,428
693386,325
693387,325
693388,325
693389,428
693390,325
693391,325
693392,325
693393,325
693394,325
693395,325
693396,428
693397,325
693398,325
693399,325
693400,316
693401,325
693402,325
693403,325
693404,325
693405,325
693406,325
693407,325
693408,325
693409,325
693410,325
693411,325
693412,316
693413,325
693414,325
693415,325
693416,325
693417,428
693418,325
693419,325
693420,325
693421,325
693422,428
693423,325
693424,325
693425,325
693426,428
693427,325
693428,325
693429,325
693430,325
693431,325
693432,325
693433,325
693434,325
693435,325
693436,325
693437,325
693438,325
693439,325
693440,428
693441,325
693442,325
693443,325
693444,325
693445,325
693446,325
693447,325
693448,428
693449,325
693450,428
693451,325
693452,325
693453,325
693454,325
693455,428
693456,325
693457,325
693458,325
693459,325
693460,428
693461,325
693462,325
693463,325
693464,325
693465,325
693466,428
693467,316
693468,325
693469,428
693470,325
693471,325
693472,325
693473,325
693474,325
693475,325
693476,325
693477,428
693478,325
693479,325
693480,325
693481,325
693482,325
693483,325
693484,325
693485,325
693486,325
693487,325
693488,428
693489,325
693490,325
693491,325
693492,428
693493,325
693494,325
693495,428
693496,325
693497,428
693498,325
693499,428
693500,325
693501,553
693502,325
693503,325
693504,325
693505,325
693506,325
693507,325
693508,325
693509,325
693510,325
693511,325
693512,325
693513,325
693514,325
693515,325
693516,428
693517,428
693518,428
693519,428
693520,325
693521,325
693522,325
693523,428
693524,325
693525,325
693526,428
693527,325
693528,325
693529,325
693530,325
693531,325
693532,325
693533,428
693534,325
693535,325
693536,325
693537,325
693538,325
693539,428
693540,428
693541,325
693542,325
693543,382
693544,325
693545,325
693546,325
693547,325
693548,316
693549,325
693550,325
693551,325
693552,325
693553,325
693554,325
693555,325
693556,325
693557,325
693558,325
693559,325
693560,325
693561,325
693562,325
693563,316
693564,325
693565,325
693566,428
693567,325
693568,325
693569,325
693570,325
693571,325
693572,428
693573,325
693574,325
693575,325
693576,325
693577,325
693578,325
693579,325
693580,325
693581,428
693582,325
693583,325
693584,325
693585,325
693586,325
693587,325
693588,325
693589,428
693590,325
693591,325
693592,325
693593,325
693594,325
693595,325
693596,325
693597,325
693598,325
693599,325
693600,428
693601,325
693602,325
693603,325
693604,325
693605,325
693606,325
693607,325
693608,428
693609,428
693610,428
693611,325
693612,325
693613,428
693614,325
693615,325
693616,325
693617,325
693618,325
693619,325
693620,325
693621,325
693622,325
693623,325
693624,325
693625,325
693626,325
693627,325
693628,325
693629,325
693630,325
693631,325
693632,325
693633,325
693634,325
693635,325
693636,325
693637,428
693638,325
693639,325
693640,325
693641,428
693642,325
693643,325
693644,325
693645,325
693646,325
693647,325
693648,325
693649,325
693650,428
693651,325
693652,325
693653,325
693654,325
693655,428
693656,325
693657,325
693658,325
693659,325
693660,325
693661,325
693662,325
693663,325
693664,325
693665,325
693666,325
693667,325
693668,325
693669,325
693670,325
693671,428
693672,325
693673,325
693674,325
693675,325
693676,428
693677,547
693678,325
693679,325
693680,325
693681,325
693682,325
693683,428
693684,325
693685,428
693686,428
693687,428
693688,325
693689,325
693690,325
693691,428
693692,325
693693,325
693694,325
693695,325
693696,428
693697,325
693698,325
693699,325
693700,325
693701,325
693702,325
693703,325
693704,325
693705,325
693706,325
693707,325
693708,428
693709,316
693710,428
693711,325
693712,325
693713,325
693714,325
693715,325
693716,325
693717,325
693718,325
693719,325
693720,428
693721,325
693722,325
693723,325
693724,325
693725,325
693726,325
693727,325
693728,325
693729,325
693730,325
693731,316
693732,325
693733,325
693734,325
693735,325
693736,325
693737,325
693738,325
693739,325
693740,325
693741,325
693742,325
693743,325
693744,325
693745,325
693746,325
693747,428
693748,325
693749,325
693750,428
693751,428
693752,325
693753,325
693754,325
693755,325
693756,325
693757,428
693758,325
693759,325
693760,325
693761,325
693762,325
693763,325
693764,428
693765,325
693766,325
693767,325
693768,428
693769,325
693770,325
693771,316
693772,325
693773,325
693774,325
693775,325
693776,428
693777,325
693778,325
693779,428
693780,325
693781,325
693782,325
693783,325
693784,325
693785,325
693786,325
693787,325
693788,325
693789,428
693790,325
693791,325
693792,325
693793,325
693794,325
693795,325
693796,325
693797,325
693798,325
693799,325
693800,325
693801,325
693802,325
693803,428
693804,325
693805,325
693806,552
693807,325
693808,325
693809,428
693810,325
693811,325
693812,325
693813,325
693814,428
693815,325
693816,428
693817,428
693818,325
693819,428
693820,325
693821,325
693822,325
693823,325
693824,325
693825,325
693826,325
693827,428
693828,325
693829,325
693830,428
693831,325
693832,325
693833,325
693834,325
693835,325
693836,325
693837,325
693838,428
693839,428
693840,428
693841,325
693842,428
693843,325
693844,428
693845,325
693846,428
693847,325
693848,325
693849,428
693850,316
693851,325
693852,325
693853,325
693854,325
693855,325
693856,325
693857,316
693858,325
693859,325
693860,428
693861,428
693862,325
693863,325
693864,325
693865,325
693866,316
693867,325
693868,325
693869,325
693870,325
693871,325
693872,325
693873,325
693874,325
693875,325
693876,325
693877,325
693878,428
693879,325
693880,325
693881,325
693882,316
693883,325
693884,428
693885,325
693886,325
693887,325
693888,325
693889,325
693890,325
693891,428
693892,325
693893,325
693894,325
693895,325
693896,325
693897,325
693898,428
693899,428
693900,325
693901,325
693902,325
693903,325
693904,325
693905,316
693906,325
693907,553
693908,325
693909,325
693910,325
693911,325
693912,428
693913,325
693914,325
693915,325
693916,325
693917,325
693918,325
693919,325
693920,325
693921,325
693922,325
693923,325
693924,428
693925,428
693926,325
693927,428
693928,325
693929,325
693930,325
693931,325
693932,325
693933,316
693934,428
693935,325
693936,325
693937,325
693938,325
693939,428
693940,325
693941,325
693942,325
693943,325
693944,325
693945,325
693946,325
693947,325
693948,325
693949,325
693950,325
693951,428
693952,325
693953,325
693954,428
693955,325
693956,325
693957,428
693958,325
693959,325
693960,325
693961,316
693962,325
693963,325
693964,316
693965,325
693966,325
693967,325
693968,428
693969,325
693970,325
693971,428
693972,325
693973,325
693974,316
693975,325
693976,325
693977,325
693978,325
693979,325
693980,325
693981,325
693982,325
693983,428
693984,325
693985,325
693986,325
693987,428
693988,325
693989,316
693990,325
693991,325
693992,325
693993,325
693994,325
693995,325
693996,325
693997,316
693998,325
693999,325
694000,428
694001,325
694002,325
694003,325
694004,325
694005,325
694006,325
694007,325
694008,325
694009,428
694010,325
694011,325
694012,325
694013,428
694014,325
694015,325
694016,325
694017,325
694018,325
694019,325
694020,325
694021,325
694022,316
694023,325
694024,325
694025,325
694026,325
694027,325
694028,325
694029,325
694030,325
694031,325
694032,325
694033,428
694034,325
694035,325
694036,428
694037,428
694038,325
694039,428
694040,325
694041,325
694042,325
694043,325
694044,325
694045,325
694046,325
694047,325
694048,325
694049,428
694050,325
694051,325
694052,316
694053,325
694054,325
694055,325
694056,325
694057,325
694058,325
694059,325
694060,325
694061,325
694062,325
694063,325
694064,325
694065,316
694066,325
694067,325
694068,325
694069,325
694070,325
694071,325
694072,325
694073,325
694074,382
694075,325
694076,325
694077,325
694078,428
694079,325
694080,325
694081,325
694082,325
694083,325
694084,325
694085,325
694086,325
694087,325
694088,325
694089,325
694090,325
694091,325
694092,428
694093,325
694094,325
694095,325
694096,428
694097,325
694098,325
694099,325
694100,428
694101,325
694102,325
694103,325
694104,428
694105,325
694106,325
694107,316
694108,325
694109,325
694110,325
694111,428
694112,316
694113,325
694114,325
694115,325
694116,325
694117,325
694118,428
694119,316
694120,325
694121,325
694122,325
694123,325
694124,325
694125,325
694126,325
694127,428
694128,325
694129,325
694130,428
694131,325
694132,428
694133,428
694134,325
694135,428
694136,325
694137,325
694138,325
694139,325
694140,325
694141,325
694142,325
694143,325
694144,325
694145,428
694146,325
694147,325
694148,325
694149,325
694150,316
694151,428
694152,325
694153,325
694154,325
694155,325
694156,325
694157,325
694158,325
694159,325
694160,325
694161,325
694162,325
694163,325
694164,325
694165,325
694166,325
694167,325
694168,325
694169,325
694170,325
694171,325
694172,325
694173,325
694174,325
694175,325
694176,325
694177,325
694178,325
694179,325
694180,325
694181,325
694182,325
694183,325
694184,325
694185,325
694186,325
694187,325
694188,325
694189,325
694190,325
694191,325
694192,325
694193,325
694194,325
694195,325
694196,325
694197,428
694198,325
694199,325
694200,325
694201,325
694202,325
694203,325
694204,325
694205,382
694206,325
694207,325
694208,428
694209,1347
694210,428
694211,428
694212,325
694213,325
694214,428
694215,428
694216,325
694217,316
694218,325
694219,325
694220,325
694221,325
694222,325
694223,325
694224,325
694225,428
694226,428
694227,428
694228,325
694229,325
694230,325
694231,325
694232,325
694233,316
694234,325
694235,325
694236,325
694237,325
694238,325
694239,325
694240,428
694241,553
694242,325
694243,428
694244,428
694245,325
694246,325
694247,325
694248,325
694249,325
694250,325
694251,325
694252,325
694253,325
694254,325
694255,428
694256,325
694257,325
694258,428
694259,325
694260,325
694261,325
694262,325
694263,428
694264,325
694265,325
694266,325
694267,325
694268,325
694269,325
694270,325
694271,325
694272,325
694273,325
694274,325
694275,325
694276,325
694277,325
694278,325
694279,325
694280,325
694281,316
694282,325
694283,428
694284,325
694285,325
694286,325
694287,325
694288,325
694289,325
694290,325
694291,325
694292,325
694293,325
694294,325
694295,325
694296,325
694297,325
694298,325
694299,325
694300,325
694301,428
694302,325
694303,325
694304,325
694305,325
694306,325
694307,325
694308,325
694309,325
694310,428
694311,325
694312,325
694313,325
694314,325
694315,325
694316,325
694317,325
694318,316
694319,325
694320,325
694321,325
694322,325
694323,325
694324,428
694325,428
694326,325
694327,325
694328,428
694329,325
694330,325
694331,325
694332,325
694333,428
694334,325
694335,325
694336,325
694337,325
694338,316
694339,325
694340,325
694341,325
694342,428
694343,325
694344,325
694345,325
694346,325
694347,325
694348,428
694349,325
694350,325
694351,325
694352,325
694353,325
694354,325
694355,325
694356,325
694357,325
694358,325
694359,325
694360,316
694361,325
694362,325
694363,428
694364,325
694365,325
694366,1347
694367,428
694368,325
694369,325
694370,428
694371,325
694372,325
694373,316
694374,390
694375,325
694376,325
694377,428
694378,428
694379,428
694380,325
694381,428
694382,428
694383,325
694384,325
694385,325
694386,325
694387,325
694388,325
694389,325
694390,325
694391,325
694392,428
694393,325
694394,325
694395,325
694396,325
694397,325
694398,325
694399,325
694400,325
694401,325
694402,325
694403,325
694404,325
694405,325
694406,325
694407,316
694408,428
694409,428
694410,316
694411,325
694412,316
694413,325
694414,325
694415,325
694416,325
694417,325
694418,428
694419,325
694420,325
694421,325
694422,325
694423,325
694424,325
694425,325
694426,325
694427,325
694428,325
694429,428
694430,325
694431,325
694432,325
694433,325
694434,428
694435,428
694436,325
694437,325
694438,325
694439,325
694440,325
694441,325
694442,325
694443,325
694444,325
694445,325
694446,325
694447,325
694448,325
694449,325
694450,325
694451,325
694452,428
694453,325
694454,428
694455,428
694456,325
694457,325
694458,325
694459,325
694460,325
694461,428
694462,325
694463,325
694464,325
694465,325
694466,325
694467,325
694468,325
694469,325
694470,325
694471,325
694472,325
694473,325
694474,325
694475,325
694476,325
694477,325
694478,325
694479,325
694480,325
694481,325
694482,428
694483,325
694484,325
694485,325
694486,325
694487,325
694488,325
694489,325
694490,428
694491,428
694492,325
694493,325
694494,325
694495,325
694496,325
694497,325
694498,325
694499,325
694500,325
694501,325
694502,325
694503,428
694504,325
694505,325
694506,325
694507,325
694508,325
694509,325
694510,325
694511,325
694512,325
694513,325
694514,325
694515,428
694516,325
694517,325
694518,428
694519,325
694520,325
694521,325
694522,325
694523,325
694524,325
694525,325
694526,325
694527,428
694528,325
694529,325
694530,325
694531,325
694532,316
694533,325
694534,325
694535,325
694536,325
694537,325
694538,325
694539,325
694540,325
694541,325
694542,325
694543,325
694544,325
694545,325
694546,325
694547,428
694548,325
694549,325
694550,325
694551,325
694552,325
694553,325
694554,325
694555,325
694556,325
694557,325
694558,325
694559,325
694560,1347
694561,428
694562,325
694563,325
694564,325
694565,325
694566,325
694567,428
694568,428
694569,325
694570,325
694571,325
694572,325
694573,325
694574,325
694575,428
694576,325
694577,325
694578,428
694579,390
694580,325
694581,325
694582,325
694583,428
694584,428
694585,428
694586,316
694587,428
694588,325
694589,428
694590,325
694591,325
694592,325
694593,325
694594,316
694595,428
694596,325
694597,325
694598,325
694599,325
694600,325
694601,325
694602,325
694603,428
694604,325
694605,325
694606,325
694607,316
694608,325
694609,325
694610,325
694611,428
694612,325
694613,325
694614,325
694615,325
694616,325
694617,428
694618,325
694619,428
694620,325
694621,325
694622,428
694623,325
694624,325
694625,325
694626,325
694627,325
694628,325
694629,325
694630,325
694631,325
694632,325
694633,325
694634,325
694635,325
694636,325
694637,325
694638,325
694639,428
694640,325
694641,325
694642,428
694643,428
694644,325
694645,325
694646,325
694647,325
694648,325
694649,325
694650,428
694651,325
694652,325
694653,316
694654,316
694655,428
694656,325
694657,325
694658,390
694659,325
694660,325
694661,325
694662,325
694663,325
694664,316
694665,325
694666,325
694667,325
694668,316
694669,325
694670,325
694671,325
694672,325
694673,325
694674,316
694675,325
694676,325
694677,325
694678,325
694679,325
694680,325
694681,325
694682,316
694683,325
694684,325
694685,325
694686,316
694687,325
694688,325
694689,325
694690,428
694691,325
694692,325
694693,325
694694,325
694695,325
694696,325
694697,325
694698,325
694699,325
694700,325
694701,325
694702,325
694703,325
694704,325
694705,325
694706,325
694707,325
694708,325
694709,325
694710,428
694711,325
694712,325
694713,316
694714,325
694715,325
694716,325
694717,325
694718,325
694719,325
694720,325
694721,325
694722,428
694723,325
694724,325
694725,325
694726,325
694727,325
694728,325
694729,325
694730,325
694731,325
694732,325
694733,428
694734,325
694735,325
694736,325
694737,325
694738,428
694739,325
694740,325
694741,325
694742,325
694743,325
694744,428
694745,316
694746,325
694747,316
694748,428
694749,428
694750,325
694751,316
694752,428
694753,325
694754,325
694755,325
694756,325
694757,428
694758,325
694759,325
694760,325
694761,325
694762,316
694763,325
694764,428
694765,325
694766,325
694767,325
694768,325
694769,325
694770,325
694771,325
694772,325
694773,325
694774,325
694775,325
694776,428
694777,325
694778,325
694779,325
694780,325
694781,325
694782,325
694783,325
694784,325
694785,325
694786,325
694787,428
694788,428
694789,325
694790,325
694791,325
694792,325
694793,325
694794,325
694795,325
694796,325
694797,325
694798,428
694799,325
694800,552
694801,428
694802,325
694803,428
694804,316
694805,428
694806,428
694807,325
694808,325
694809,325
694810,325
694811,325
694812,325
694813,325
694814,325
694815,325
694816,325
694817,428
694818,325
694819,325
694820,325
694821,325
694822,325
694823,325
694824,325
694825,428
694826,316
694827,325
694828,325
694829,325
694830,325
694831,325
694832,325
694833,325
694834,325
694835,325
694836,428
694837,325
694838,325
694839,325
694840,325
694841,428
694842,325
694843,325
694844,325
694845,325
694846,316
694847,325
694848,325
694849,325
694850,325
694851,325
694852,325
694853,325
694854,325
694855,325
694856,325
694857,325
694858,325
694859,325
694860,325
694861,325
694862,325
694863,325
694864,325
694865,428
694866,325
694867,325
694868,316
694869,325
694870,325
694871,325
694872,325
694873,325
694874,325
694875,325
694876,325
694877,325
694878,325
694879,428
694880,325
694881,325
694882,325
694883,325
694884,325
694885,325
694886,325
694887,325
694888,325
694889,325
694890,325
694891,325
694892,325
694893,325
694894,325
694895,325
694896,325
694897,428
694898,325
